id	round	user	decision	Market	result	Use of expert	Expert's guess	information_consulted	Key	Gender (1=f/0=m)	experiment	Mean 5 days	Mean all previous days	Age range
438	13	9	-1	1	-1	0	1	1	010010--	1	3C	0	0	re0
439	14	9	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
440	15	9	1	-1	-1	0	-1	1	100000--	1	3C	0	0	re0
441	16	9	-1	1	-1	0	-1	1	010000--	1	3C	0	0	re0
442	17	9	1	1	1	0	1	1	111010--	1	3C	0	0	re0
443	18	9	1	-1	-1	0	-1	1	100000-1	1	3C	0	1	re0
444	19	9	1	-1	-1	0	1	1	100010-1	1	3C	0	1	re0
445	20	9	-1	1	-1	0	1	1	010010-1	1	3C	0	1	re0
446	21	9	1	-1	-1	0	-1	1	100000-1	1	3C	0	1	re0
447	22	9	-1	1	-1	0	-1	1	010000-1	1	3C	0	1	re0
448	23	9	-1	1	-1	0	-1	1	010000-1	1	3C	0	1	re0
449	24	9	1	1	1	0	1	1	111010-1	1	3C	0	1	re0
450	25	9	1	1	1	0	1	1	111010-1	1	3C	0	1	re0
476	1	10	-1	1	-1	1	-1	4	010101--	0	1C	0	0	re0
477	2	10	1	-1	-1	0	-1	3	100001--	0	1C	0	0	re0
478	3	10	-1	1	-1	0	1	3	010011--	0	1C	0	0	re0
479	4	10	1	1	1	0	-1	3	111001--	0	1C	0	0	re0
480	5	10	1	1	1	0	-1	3	111001--	0	1C	0	0	re0
481	6	10	1	1	1	1	-1	4	111101--	0	1C	0	0	re0
482	7	10	1	1	1	0	1	3	111011--	0	1C	0	0	re0
483	8	10	1	1	1	0	1	3	111011--	0	1C	0	0	re0
484	9	10	1	1	1	1	-1	4	111101--	0	1C	0	0	re0
485	10	10	-1	-1	1	1	1	4	001111--	0	1C	0	0	re0
486	11	10	1	1	1	1	1	4	111111--	0	1C	0	0	re0
487	12	10	-1	1	-1	1	1	4	010111--	0	1C	0	0	re0
488	13	10	-1	1	-1	0	1	4	010011--	0	1C	0	0	re0
489	14	10	1	1	1	1	1	4	111111--	0	1C	0	0	re0
490	15	10	-1	-1	1	1	-1	4	001101--	0	1C	0	0	re0
491	16	10	1	1	1	0	-1	1	111000--	0	1C	0	0	re0
492	17	10	1	1	1	1	1	4	111111--	0	1C	0	0	re0
493	18	10	1	1	1	0	1	3	111011--	0	1C	0	0	re0
494	19	10	1	1	1	1	1	4	111111--	0	1C	0	0	re0
495	20	10	1	1	1	0	-1	3	111001--	0	1C	0	0	re0
496	21	10	1	-1	-1	1	-1	4	100101--	0	1C	0	0	re0
497	22	10	-1	1	-1	1	-1	4	010101--	0	1C	0	0	re0
498	23	10	1	-1	-1	0	-1	3	100001-1	0	1C	0	1	re0
499	24	10	-1	1	-1	1	-1	4	010101--	0	1C	0	0	re0
500	25	10	1	1	1	0	-1	4	111001--	0	1C	0	0	re0
501	1	11	1	-1	-1	1	-1	7	100101--	0	1C	0	0	re0
502	2	11	-1	1	-1	1	-1	7	010101--	0	1C	0	0	re0
503	3	11	1	1	1	1	-1	7	111101--	0	1C	0	0	re0
504	4	11	1	1	1	1	1	5	111111--	0	1C	0	0	re0
505	5	11	-1	-1	1	1	1	4	001111--	0	1C	0	0	re0
506	6	11	-1	-1	1	1	-1	4	001101--	0	1C	0	0	re0
507	7	11	1	-1	-1	1	-1	5	100101--	0	1C	0	0	re0
508	8	11	1	1	1	1	1	7	111111--	0	1C	0	0	re0
509	9	11	-1	1	-1	1	1	7	010111--	0	1C	0	0	re0
510	10	11	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re0
511	11	11	-1	1	-1	1	1	5	010111--	0	1C	0	0	re0
512	12	11	1	1	1	1	-1	2	111100--	0	1C	0	0	re0
513	13	11	-1	-1	1	1	-1	5	001101--	0	1C	0	0	re0
514	14	11	-1	-1	1	1	-1	5	001101--	0	1C	0	0	re0
515	15	11	1	-1	-1	1	-1	3	100101--	0	1C	0	0	re0
516	16	11	1	-1	-1	1	-1	7	100101--	0	1C	0	0	re0
517	17	11	-1	-1	1	0	-1	3	001001--	0	1C	0	0	re0
518	18	11	-1	1	-1	0	1	2	010010--	0	1C	0	0	re0
519	19	11	-1	-1	1	0	1	2	001010--	0	1C	0	0	re0
520	20	11	-1	-1	1	1	1	4	001111--	0	1C	0	0	re0
521	21	11	-1	-1	1	0	-1	2	001000--	0	1C	0	0	re0
522	22	11	-1	1	-1	0	-1	3	010001--	0	1C	0	0	re0
523	23	11	1	-1	-1	0	-1	2	100000--	0	1C	0	0	re0
524	24	11	1	1	1	0	1	1	111010--	0	1C	0	0	re0
525	25	11	1	1	1	0	1	2	111010--	0	1C	0	0	re0
526	1	11	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re0
527	2	11	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re0
528	3	11	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re0
529	4	11	1	1	1	0	1	1	111010--	0	2C	0	0	re0
530	5	11	1	1	1	0	1	1	111010--	0	2C	0	0	re0
531	6	11	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re0
532	7	11	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re0
533	8	11	-1	1	-1	0	1	1	010010--	0	2C	0	0	re0
534	9	11	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re0
535	10	11	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re0
536	11	11	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re0
537	12	11	-1	1	-1	0	1	1	010010--	0	2C	0	0	re0
538	13	11	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re0
539	14	11	-1	-1	1	0	1	1	001010--	0	2C	0	0	re0
540	15	11	1	-1	-1	0	1	1	100010--	0	2C	0	0	re0
541	16	11	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re0
542	17	11	1	1	1	0	-1	1	111000--	0	2C	0	0	re0
543	18	11	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re0
544	19	11	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re0
545	20	11	1	1	1	0	1	1	111010--	0	2C	0	0	re0
546	21	11	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re0
547	22	11	1	-1	-1	0	1	1	100010--	0	2C	0	0	re0
548	23	11	-1	-1	1	0	1	1	001010--	0	2C	0	0	re0
549	24	11	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re0
550	25	11	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re0
551	1	11	1	-1	-1	0	1	2	100010--	0	3C	0	0	re0
553	3	11	-1	-1	1	0	-1	1	001000--	0	3C	0	0	re0
554	4	11	1	1	1	0	1	2	111010--	0	3C	0	0	re0
555	5	11	-1	-1	1	0	1	2	001010--	0	3C	0	0	re0
556	6	11	1	1	1	0	1	2	111010--	0	3C	0	0	re0
557	7	11	-1	1	-1	0	-1	2	010000--	0	3C	0	0	re0
558	8	11	-1	1	-1	0	1	2	010010--	0	3C	0	0	re0
559	9	11	-1	-1	1	0	-1	2	001000--	0	3C	0	0	re0
560	10	11	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re0
561	11	11	1	-1	-1	0	-1	1	100000--	0	3C	0	0	re0
562	12	11	1	-1	-1	0	-1	1	100000--	0	3C	0	0	re0
563	13	11	-1	-1	1	0	1	2	001010-0	0	3C	0	-1	re0
564	14	11	-1	-1	1	0	1	1	001010-0	0	3C	0	-1	re0
565	15	11	1	-1	-1	0	-1	2	100000-0	0	3C	0	-1	re0
566	16	11	1	1	1	0	1	1	111010-0	0	3C	0	-1	re0
567	17	11	-1	1	-1	0	-1	2	010000-0	0	3C	0	-1	re0
568	18	11	-1	-1	1	1	-1	2	001100-0	0	3C	0	-1	re0
569	19	11	1	1	1	0	1	2	111010-0	0	3C	0	-1	re0
570	20	11	1	-1	-1	0	-1	2	100000-0	0	3C	0	-1	re0
571	21	11	-1	-1	1	0	-1	2	001000-0	0	3C	0	-1	re0
572	22	11	-1	-1	1	0	-1	2	001000-0	0	3C	0	-1	re0
573	23	11	-1	-1	1	0	1	2	001010-0	0	3C	0	-1	re0
574	24	11	-1	-1	1	0	1	2	001010-0	0	3C	0	-1	re0
575	25	11	1	1	1	0	1	2	111010-0	0	3C	0	-1	re0
601	1	12	1	-1	-1	1	1	5	100111--	0	1I	0	0	re2
602	2	12	1	1	1	0	1	1	111010--	0	1I	0	0	re2
603	3	12	1	1	1	0	-1	1	111000--	0	1I	0	0	re2
604	4	12	1	1	1	0	1	1	111010--	0	1I	0	0	re2
605	5	12	-1	-1	1	0	-1	1	001000--	0	1I	0	0	re2
606	6	12	1	-1	-1	0	1	1	100010--	0	1I	0	0	re2
607	7	12	1	1	1	0	-1	1	111000--	0	1I	0	0	re2
608	8	12	1	1	1	0	1	1	111010--	0	1I	0	0	re2
609	9	12	1	-1	-1	0	1	1	100010--	0	1I	0	0	re2
610	10	12	1	-1	-1	0	1	1	100010--	0	1I	0	0	re2
611	11	12	1	1	1	0	1	1	111010--	0	1I	0	0	re2
612	12	12	1	-1	-1	0	1	1	100010--	0	1I	0	0	re2
613	13	12	1	-1	-1	0	-1	1	100000--	0	1I	0	0	re2
614	14	12	1	1	1	0	-1	1	111000--	0	1I	0	0	re2
615	15	12	-1	1	-1	0	-1	1	010000--	0	1I	0	0	re2
616	16	12	1	-1	-1	0	1	1	100010--	0	1I	0	0	re2
617	17	12	1	-1	-1	0	-1	1	100000--	0	1I	0	0	re2
618	18	12	1	-1	-1	0	-1	1	100000--	0	1I	0	0	re2
619	19	12	1	-1	-1	0	-1	1	100000--	0	1I	0	0	re2
620	20	12	-1	1	-1	0	-1	1	010000--	0	1I	0	0	re2
621	21	12	1	-1	-1	0	1	1	100010--	0	1I	0	0	re2
622	22	12	1	1	1	0	-1	1	111000--	0	1I	0	0	re2
623	23	12	1	1	1	0	-1	1	111000--	0	1I	0	0	re2
624	24	12	1	1	1	0	1	1	111010--	0	1I	0	0	re2
625	25	12	1	1	1	0	-1	1	111000--	0	1I	0	0	re2
626	1	13	1	1	1	1	-1	7	111101--	0	1I	0	0	re2
627	2	13	1	-1	-1	0	-1	4	100001--	0	1I	0	0	re2
628	3	13	1	-1	-1	1	1	5	100111--	0	1I	0	0	re2
629	4	13	-1	1	-1	0	1	1	010010--	0	1I	0	0	re2
630	5	13	1	1	1	1	1	4	111111--	0	1I	0	0	re2
631	6	13	1	1	1	0	1	1	111010--	0	1I	0	0	re2
632	7	13	1	-1	-1	1	1	7	100111--	0	1I	0	0	re2
633	8	13	-1	-1	1	1	1	5	001111--	0	1I	0	0	re2
634	9	13	-1	-1	1	0	1	1	001010--	0	1I	0	0	re2
635	10	13	-1	-1	1	1	1	3	001111--	0	1I	0	0	re2
636	11	13	-1	-1	1	0	-1	2	001000--	0	1I	0	0	re2
637	12	13	-1	1	-1	0	-1	2	01000000	0	1I	-1	-1	re2
638	13	13	1	1	1	1	-1	4	111101--	0	1I	0	0	re2
639	14	13	1	1	1	0	1	1	111010--	0	1I	0	0	re2
640	15	13	1	1	1	0	-1	1	111000--	0	1I	0	0	re2
641	16	13	1	-1	-1	1	1	5	100111--	0	1I	0	0	re2
642	17	13	-1	-1	1	0	1	1	001010--	0	1I	0	0	re2
643	18	13	-1	-1	1	0	-1	1	001000--	0	1I	0	0	re2
644	19	13	-1	1	-1	0	-1	1	010000-0	0	1I	0	-1	re2
645	20	13	1	-1	-1	0	1	1	100010--	0	1I	0	0	re2
646	21	13	-1	1	-1	1	-1	4	010101--	0	1I	0	0	re2
647	22	13	1	1	1	0	1	2	111010--	0	1I	0	0	re2
648	23	13	1	1	1	0	-1	1	111000--	0	1I	0	0	re2
649	24	13	1	1	1	0	1	1	111010--	0	1I	0	0	re2
650	25	13	1	1	1	1	1	5	111111--	0	1I	0	0	re2
651	1	13	1	1	1	1	1	5	111111--	0	2I	0	0	re2
652	2	13	1	-1	-1	0	1	1	100010--	0	2I	0	0	re2
653	3	13	-1	-1	1	1	-1	5	001101--	0	2I	0	0	re2
654	4	13	1	1	1	1	1	5	111111--	0	2I	0	0	re2
655	5	13	1	1	1	0	-1	1	111000--	0	2I	0	0	re2
656	6	13	1	-1	-1	1	1	7	100111--	0	2I	0	0	re2
657	7	13	-1	1	-1	0	1	1	010010--	0	2I	0	0	re2
658	8	13	1	1	1	1	1	3	111111--	0	2I	0	0	re2
659	9	13	1	1	1	1	1	2	111110--	0	2I	0	0	re2
660	10	13	-1	1	-1	1	-1	2	010100--	0	2I	0	0	re2
661	11	13	1	1	1	1	1	3	111111--	0	2I	0	0	re2
662	12	13	-1	-1	1	1	-1	3	001101--	0	2I	0	0	re2
663	13	13	1	1	1	1	1	2	111110--	0	2I	0	0	re2
664	14	13	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re2
665	15	13	-1	1	-1	1	1	2	010110--	0	2I	0	0	re2
666	16	13	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re2
667	17	13	-1	1	-1	1	-1	2	010100--	0	2I	0	0	re2
668	18	13	-1	-1	1	1	-1	3	001101--	0	2I	0	0	re2
669	19	13	-1	1	-1	1	-1	2	010100--	0	2I	0	0	re2
670	20	13	-1	1	-1	1	-1	2	010100--	0	2I	0	0	re2
671	21	13	1	1	1	1	-1	5	111101--	0	2I	0	0	re2
672	22	13	1	1	1	0	-1	2	111000--	0	2I	0	0	re2
673	23	13	1	1	1	0	-1	1	111000--	0	2I	0	0	re2
674	24	13	1	-1	-1	0	-1	1	100000-1	0	2I	0	1	re2
675	25	13	1	1	1	1	1	2	111110-1	0	2I	0	1	re2
676	1	13	1	1	1	0	1	2	111010--	0	3I	0	0	re2
677	2	13	1	-1	-1	0	-1	2	100000--	0	3I	0	0	re2
678	3	13	1	1	1	0	1	2	111010--	0	3I	0	0	re2
679	4	13	1	1	1	0	-1	2	111000--	0	3I	0	0	re2
680	5	13	1	1	1	0	1	2	111010--	0	3I	0	0	re2
681	6	13	-1	1	-1	0	1	2	010010--	0	3I	0	0	re2
682	7	13	-1	1	-1	0	-1	2	010000--	0	3I	0	0	re2
683	8	13	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
684	9	13	-1	-1	1	0	-1	2	001000--	0	3I	0	0	re2
685	10	13	-1	-1	1	0	1	2	001010--	0	3I	0	0	re2
686	11	13	1	1	1	0	1	2	111010--	0	3I	0	0	re2
687	12	13	1	1	1	1	-1	2	111100--	0	3I	0	0	re2
688	13	13	1	1	1	0	-1	2	111000--	0	3I	0	0	re2
689	14	13	1	1	1	0	1	2	111010--	0	3I	0	0	re2
690	15	13	1	-1	-1	0	-1	2	10000011	0	3I	1	1	re2
691	16	13	-1	-1	1	0	1	2	0010101-	0	3I	1	0	re2
692	17	13	-1	-1	1	0	-1	2	001000--	0	3I	0	0	re2
693	18	13	1	-1	-1	0	-1	2	100000--	0	3I	0	0	re2
694	19	13	-1	-1	1	0	1	2	001010--	0	3I	0	0	re2
695	20	13	-1	-1	1	0	-1	2	0010000-	0	3I	-1	0	re2
696	21	13	-1	-1	1	0	-1	2	0010000-	0	3I	-1	0	re2
697	22	13	-1	1	-1	1	1	2	0101100-	0	3I	-1	0	re2
698	23	13	-1	-1	1	1	-1	2	0011000-	0	3I	-1	0	re2
699	24	13	1	-1	-1	0	-1	2	10000000	0	3I	-1	-1	re2
700	25	13	1	-1	-1	1	1	2	10011000	0	3I	-1	-1	re2
726	1	14	1	1	1	1	1	5	111111--	0	1C	0	0	re2
727	2	14	-1	-1	1	1	-1	5	001101--	0	1C	0	0	re2
728	3	14	1	1	1	1	1	5	111111--	0	1C	0	0	re2
729	4	14	-1	-1	1	1	-1	7	001101--	0	1C	0	0	re2
730	5	14	-1	-1	1	1	1	6	001111--	0	1C	0	0	re2
731	6	14	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re2
732	7	14	1	-1	-1	1	1	5	100111--	0	1C	0	0	re2
733	8	14	1	-1	-1	1	1	5	100111--	0	1C	0	0	re2
734	9	14	-1	-1	1	1	-1	6	001101--	0	1C	0	0	re2
735	10	14	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re2
736	11	14	-1	-1	1	1	-1	5	0011011-	0	1C	1	0	re2
737	12	14	-1	-1	1	1	-1	6	001101--	0	1C	0	0	re2
738	13	14	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re2
739	14	14	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re2
740	15	14	-1	-1	1	1	-1	6	001101--	0	1C	0	0	re2
741	16	14	1	1	1	1	1	5	111111--	0	1C	0	0	re2
742	17	14	-1	-1	1	1	-1	5	001101--	0	1C	0	0	re2
743	18	14	-1	1	-1	1	-1	4	010101--	0	1C	0	0	re2
744	19	14	-1	-1	1	1	-1	5	001101--	0	1C	0	0	re2
745	20	14	-1	-1	1	1	1	5	00111100	0	1C	-1	-1	re2
746	21	14	-1	-1	1	1	-1	3	00110100	0	1C	-1	-1	re2
747	22	14	-1	1	-1	0	-1	2	01000000	0	1C	-1	-1	re2
748	23	14	-1	1	-1	1	-1	5	01010100	0	1C	-1	-1	re2
749	24	14	1	-1	-1	1	-1	5	100101-0	0	1C	0	-1	re2
750	25	14	1	-1	-1	1	1	5	100111-0	0	1C	0	-1	re2
751	1	14	1	1	1	0	1	1	111010--	0	2C	0	0	re2
752	2	14	-1	1	-1	0	1	1	010010--	0	2C	0	0	re2
753	3	14	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re2
754	4	14	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re2
755	5	14	-1	1	-1	0	1	1	010010--	0	2C	0	0	re2
756	6	14	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re2
757	7	14	1	1	1	0	-1	1	111000--	0	2C	0	0	re2
758	8	14	1	1	1	0	1	1	111010--	0	2C	0	0	re2
759	9	14	-1	1	-1	0	1	1	010010--	0	2C	0	0	re2
760	10	14	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
761	11	14	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re2
762	12	14	1	1	1	0	-1	1	111000--	0	2C	0	0	re2
763	13	14	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re2
764	14	14	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
765	15	14	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re2
766	16	14	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re2
767	17	14	1	1	1	0	1	1	111010--	0	2C	0	0	re2
768	18	14	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re2
769	19	14	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
770	20	14	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re2
771	21	14	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
772	22	14	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
773	23	14	1	1	1	0	1	1	111010-0	0	2C	0	-1	re2
774	24	14	1	1	1	0	1	1	111010--	0	2C	0	0	re2
775	25	14	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
776	1	14	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re2
777	2	14	1	1	1	0	1	2	111010--	0	3I	0	0	re2
778	3	14	1	-1	-1	0	1	2	100010--	0	3I	0	0	re2
779	4	14	1	1	1	1	1	2	111110--	0	3I	0	0	re2
780	5	14	1	1	1	1	1	2	111110--	0	3I	0	0	re2
781	6	14	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
782	7	14	1	-1	-1	1	1	2	100110--	0	3I	0	0	re2
783	8	14	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
784	9	14	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re2
785	10	14	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
786	11	14	1	-1	-1	1	1	2	100110--	0	3I	0	0	re2
787	12	14	1	1	1	1	1	2	111110--	0	3I	0	0	re2
788	13	14	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
789	14	14	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re2
790	15	14	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
791	16	14	1	1	1	1	1	2	111110--	0	3I	0	0	re2
792	17	14	1	1	1	1	1	2	111110--	0	3I	0	0	re2
793	18	14	1	1	1	1	1	2	111110--	0	3I	0	0	re2
794	19	14	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re2
795	20	14	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
796	21	14	1	1	1	1	1	2	111110--	0	3I	0	0	re2
797	22	14	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
798	23	14	1	-1	-1	1	1	2	100110--	0	3I	0	0	re2
799	24	14	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
800	25	14	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re2
826	1	15	1	-1	-1	1	1	2	100110--	1	1I	0	0	re2
827	2	15	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re2
828	3	15	-1	1	-1	1	-1	4	010101--	1	1I	0	0	re2
829	4	15	1	1	1	1	-1	2	111100--	1	1I	0	0	re2
830	5	15	1	1	1	1	1	4	111111--	1	1I	0	0	re2
831	6	15	-1	1	-1	1	-1	4	010101--	1	1I	0	0	re2
832	7	15	1	-1	-1	1	1	2	100110--	1	1I	0	0	re2
833	8	15	1	-1	-1	1	1	3	100111--	1	1I	0	0	re2
834	9	15	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re2
836	11	15	1	-1	-1	1	1	2	100110--	1	1I	0	0	re2
837	12	15	-1	1	-1	1	-1	4	010101--	1	1I	0	0	re2
838	13	15	1	1	1	1	1	2	111110--	1	1I	0	0	re2
839	14	15	1	1	1	1	-1	3	111101--	1	1I	0	0	re2
840	15	15	1	1	1	1	1	3	111111--	1	1I	0	0	re2
841	16	15	1	1	1	1	1	3	111111--	1	1I	0	0	re2
842	17	15	1	-1	-1	1	-1	5	100101--	1	1I	0	0	re2
843	18	15	-1	1	-1	1	1	4	010111--	1	1I	0	0	re2
844	19	15	-1	-1	1	1	-1	3	001101--	1	1I	0	0	re2
845	20	15	-1	1	-1	1	1	4	010111--	1	1I	0	0	re2
846	21	15	1	1	1	1	1	4	111111--	1	1I	0	0	re2
847	22	15	-1	1	-1	1	-1	3	010101--	1	1I	0	0	re2
848	23	15	1	1	1	1	-1	4	111101--	1	1I	0	0	re2
849	24	15	1	1	1	1	1	3	111111-1	1	1I	0	1	re2
850	25	15	1	1	1	1	1	3	111111-1	1	1I	0	1	re2
851	1	15	1	1	1	1	1	3	111111--	1	2I	0	0	re2
852	2	15	-1	-1	1	1	-1	3	001101--	1	2I	0	0	re2
853	3	15	1	-1	-1	1	1	4	100111--	1	2I	0	0	re2
854	4	15	1	1	1	1	1	3	111111--	1	2I	0	0	re2
855	5	15	1	-1	-1	1	-1	5	100101--	1	2I	0	0	re2
856	6	15	-1	-1	1	1	-1	3	001101--	1	2I	0	0	re2
857	7	15	-1	1	-1	1	1	4	010111--	1	2I	0	0	re2
858	8	15	-1	-1	1	1	-1	4	001101--	1	2I	0	0	re2
859	9	15	1	1	1	1	1	4	111111--	1	2I	0	0	re2
860	10	15	1	-1	-1	1	-1	4	100101--	1	2I	0	0	re2
861	11	15	-1	-1	1	1	1	3	001111--	1	2I	0	0	re2
862	12	15	-1	-1	1	1	-1	4	001101--	1	2I	0	0	re2
863	13	15	1	-1	-1	1	1	4	100111--	1	2I	0	0	re2
864	14	15	-1	-1	1	1	1	4	001111--	1	2I	0	0	re2
865	15	15	-1	1	-1	1	-1	4	01010100	1	2I	-1	-1	re2
866	16	15	1	1	1	1	1	4	111111-0	1	2I	0	-1	re2
867	17	15	1	1	1	1	1	4	111111-0	1	2I	0	-1	re2
868	18	15	1	1	1	1	-1	4	111101--	1	2I	0	0	re2
869	19	15	-1	-1	1	1	-1	4	001101--	1	2I	0	0	re2
870	20	15	1	-1	-1	1	1	4	100111--	1	2I	0	0	re2
871	21	15	-1	-1	1	1	-1	4	001101--	1	2I	0	0	re2
872	22	15	1	1	1	1	1	4	111111-0	1	2I	0	-1	re2
873	23	15	1	1	1	1	-1	4	111101--	1	2I	0	0	re2
874	24	15	1	1	1	1	1	4	111111--	1	2I	0	0	re2
875	25	15	1	1	1	1	-1	4	111101--	1	2I	0	0	re2
876	1	15	-1	1	-1	0	-1	2	010000--	1	3C	0	0	re2
877	2	15	1	-1	-1	0	1	2	100010--	1	3C	0	0	re2
878	3	15	1	1	1	0	1	2	111010--	1	3C	0	0	re2
879	4	15	1	-1	-1	0	1	2	100010--	1	3C	0	0	re2
880	5	15	-1	1	-1	0	-1	2	010000--	1	3C	0	0	re2
881	6	15	-1	1	-1	0	-1	1	010000--	1	3C	0	0	re2
882	7	15	1	-1	-1	0	1	2	100010--	1	3C	0	0	re2
883	8	15	-1	-1	1	0	1	1	001010--	1	3C	0	0	re2
884	9	15	-1	-1	1	0	1	2	001010--	1	3C	0	0	re2
885	10	15	1	1	1	1	1	2	111110--	1	3C	0	0	re2
886	11	15	-1	1	-1	0	-1	2	010000--	1	3C	0	0	re2
887	12	15	1	1	1	0	1	2	111010--	1	3C	0	0	re2
888	13	15	-1	-1	1	1	-1	2	001100--	1	3C	0	0	re2
889	14	15	1	-1	-1	0	1	2	100010--	1	3C	0	0	re2
890	15	15	1	1	1	0	-1	2	111000--	1	3C	0	0	re2
891	16	15	1	1	1	0	1	2	111010--	1	3C	0	0	re2
892	17	15	-1	-1	1	0	1	2	001010--	1	3C	0	0	re2
893	18	15	-1	-1	1	0	1	2	001010--	1	3C	0	0	re2
894	19	15	-1	1	-1	0	1	2	010010--	1	3C	0	0	re2
895	20	15	1	-1	-1	0	1	2	100010--	1	3C	0	0	re2
896	21	15	1	-1	-1	0	-1	2	100000--	1	3C	0	0	re2
897	22	15	-1	1	-1	0	-1	2	010000--	1	3C	0	0	re2
898	23	15	1	1	1	0	-1	2	111000--	1	3C	0	0	re2
899	24	15	1	-1	-1	1	1	2	100110--	1	3C	0	0	re2
900	25	15	-1	-1	1	0	-1	2	001000--	1	3C	0	0	re2
926	1	16	1	-1	-1	1	1	7	100111--	0	1C	0	0	re2
927	2	16	-1	1	-1	1	1	4	010111--	0	1C	0	0	re2
928	3	16	1	1	1	1	-1	5	111101--	0	1C	0	0	re2
929	4	16	1	1	1	1	-1	6	111101--	0	1C	0	0	re2
930	5	16	-1	-1	1	1	1	2	001110--	0	1C	0	0	re2
931	6	16	-1	-1	1	1	1	2	001110--	0	1C	0	0	re2
932	7	16	1	1	1	1	-1	2	111100--	0	1C	0	0	re2
933	8	16	-1	1	-1	1	1	2	010110--	0	1C	0	0	re2
934	9	16	-1	-1	1	0	-1	3	001001--	0	1C	0	0	re2
935	10	16	-1	1	-1	1	1	2	010110--	0	1C	0	0	re2
936	11	16	-1	1	-1	0	-1	3	010001--	0	1C	0	0	re2
937	12	16	1	-1	-1	1	-1	2	100100--	0	1C	0	0	re2
938	13	16	-1	1	-1	0	1	3	010011--	0	1C	0	0	re2
939	14	16	1	1	1	1	-1	3	111101--	0	1C	0	0	re2
940	15	16	-1	-1	1	0	-1	4	001001--	0	1C	0	0	re2
941	16	16	-1	1	-1	1	-1	6	010101--	0	1C	0	0	re2
942	17	16	-1	1	-1	1	1	4	010111--	0	1C	0	0	re2
943	18	16	-1	-1	1	1	-1	3	001101-1	0	1C	0	1	re2
944	19	16	1	-1	-1	1	1	2	100110-1	0	1C	0	1	re2
945	20	16	1	1	1	1	1	4	111111-1	0	1C	0	1	re2
946	21	16	1	-1	-1	1	-1	3	100101-1	0	1C	0	1	re2
947	22	16	1	1	1	1	-1	5	111101-1	0	1C	0	1	re2
948	23	16	1	1	1	1	-1	2	111100-1	0	1C	0	1	re2
949	24	16	-1	1	-1	1	1	2	010110-1	0	1C	0	1	re2
